INDEX,Bsku,Manufac,Name,Flavor,Size,Minimum
00398,18209,Clairol,Textures & Tones Hair Color,Bronze 6BV,,3/12
00399,18210,Clairol,Textures & Tones Hair Color,Honey Blonde 6G,,3/12
00400,18211,Clairol,Textures & Tones Hair Color,Ruby 6R,,3/12
00401,18212,Clairol,Textures & Tones Hair Color,Light Blonde 7G,,3/12
00402,18213,Clairol,Textures & Tones Hair Color,Flame 8RO,,3/12
00403,21025,Demert,Wig Lusterizer,,9.76oz,12
00404,21404,Money House Blessing,Air Freshener Million$,,14.4oz,12
00405,21406,Money House Blessing,Air Freshener Pine,,14.4oz,12
00406,21407,Money House Blessing,Air Freshener Potpourri,,14.4oz,12
00407,21408,Money House Blessing,Air Freshener Vanilla,,14.4oz,12
00408,21411,Money House Blessing,Air Freshener Original Fruit,,14.4oz,12
00409,21412,Money House Blessing,Air Freshener Gold,,14.4oz,12
00410,21413,Money House Blessing,Air Freshener Silver,,14.4oz,12
00411,21414,Money House Blessing,Air Freshener Strawberry,,14.4oz,12
00412,21416,Money House Blessing,Air Freshener Coconut,,14.4oz,12
00413,21418,Money House Blessing,Air Freshener Peach,,14.4oz,12
00414,21420,Money House Blessing,Air Freshener Cherry,,14.4oz,12
00415,21430,Money House Blessing,Air Freshener Drakkar,,14.4oz,12
00416,21500,Money House Blessing,Car Freshener Polo,,2pk,6/72
00417,21502,Money House Blessing,Car Freshener Drakkar,,2pk,6/72
00418,21504,Money House Blessing,Car Freshener Jasmine,,2pk,6/72
00419,21506,Money House Blessing,Car Freshener Cherry,,2pk,6/72
00420,21508,Money House Blessing,Car Freshener Violet,,2pk,6/72
00421,21510,Money House Blessing,Car Freshener Potpourri,,2pk,6/72
00422,21512,Money House Blessing,Car Freshener Vanilla,,2pk,6/72
00423,21514,Money House Blessing,Car Freshener Gold/Opium,,2pk,6/72
00424,21516,Money House Blessing,Car Freshener Strawberry,,2pk,6/72
00425,21518,Money House Blessing,Car Freshener Fruit,,2pk,6/72
00426,21524,Money House Blessing,Car Freshener Pine,,2pk,6/72
00427,22005,Gonesh,Incense Number 2,,20 sticks,4
00428,22007,Gonesh,Incense Number 4,,20 sticks,4
00429,22009,Gonesh,Incense Number 6,,20 sticks,4
00430,22011,Gonesh,Incense Number 8,,20 sticks,4
00431,22013,Gonesh,Incense Number 10,,20 sticks,4
00432,22015,Gonesh,Incense Number 12,,20 sticks,4
00433,22017,Gonesh,"Incense Number 6,8,12",,30 sticks,4
00434,22019,Gonesh,"Incense Number 2, 4,10",,30 sticks,4
00435,22025,Gonesh,Incense Black Cherry,,20 sticks,4
00436,22027,Gonesh,Incense Coconut,,20 sticks,4
00437,22029,Gonesh,Incense Jasmine,,20 sticks,4
00438,22031,Gonesh,Incense Love,,20 sticks,4
00439,22033,Gonesh,Incense Musk,,20 sticks,4
00440,22035,Gonesh,Incense Sandalwood,,20 sticks,4
00441,22037,Gonesh,Incense Strawberry,,20 sticks,4
00442,22039,Gonesh,Incense Vanilla,,20 sticks,4
00443,24007,Lottabody Professional,Setting Lotion Original,,8oz,12
00444,24008,Lottabody Professional,Foam Wrap Lotion,,7oz,12
00445,24010,Lottabody Professional,Setting Lotion Blue Concentrate,,32oz,12
00446,24014,Creme of Nature,Shampoo Regular,Regular,8oz+4oz,3/12
00447,24016,Creme of Nature,Shampoo,Extra Body,8oz+4oz,3/12
00448,24018,Lottabody Professional,Setting Lotion Blue Concentrate Extra Body,,8oz,12
00449,24037,Creme of Nature,Shampoo,Ultra,15.2oz,12
00450,24038,Creme of Nature,Clarifying Shampoo,,8.45oz,12
00451,24050,Creme of Nature,Nourish Conditioner,,8.45oz,12
00452,24057,Creme of Nature,Shampoo,Ultra Moisturizing,32oz,12
00453,24058,Creme of Nature,No Lye Relaxer Kit,Regular,,12
00454,24059,Creme of Nature,Shampoo,Extra Body,32oz,12
00455,24060,Creme of Nature,Shampoo,Regular,32oz,12
00456,24061,Creme of Nature,Shampoo,Regular,15.2oz,12
00457,24063,Creme of Nature,Anti-Dandruff Lotion,,6oz,12
00458,24065,Creme of Nature,Shampoo,Extra Body,15.2oz,12
00459,24066,Creme of Nature,No Lye Relaxer Kit,Super,,12
00460,24067,Creme of Nature,Shampoo,Ultra Moisturizing,8oz+4oz,3/12
00461,24070,Creme of Nature,Relaxer Kit 2 App,Regular,,12
00462,24074,Creme of Nature,Repairing Conditioner,,8.45oz,12
00463,24076,Creme of Nature,Relaxer Kit 2 App,Mild,,12
00464,24078,Creme of Nature,Relaxer Kit 2 App,Super,,12
00465,24084,Lottabody Professional,Wrap'n & Tap'n Lotion,,15oz,12
00466,24093,Creme of Nature,Professional Relaxer Regular,Regular,15oz,12
00467,24095,Creme of Nature,Professional Relaxer Mild,Mild,15oz,12
00468,24097,Creme of Nature,Professional Relaxer Super,Super,15oz,12
00469,24099,Creme of Nature,Neutralizing Shampoo,,32oz,12
00470,24179,Top Brass,Anti-Dandruff Hair Groom,,3.3oz,24
00471,24230,*Creme of Nature ,Nature's Design 12pc Display,,,1
00472,29120,Elasta QP,No Lye Relaxer Kit Normal,Normal,,6
00473,29125,Elasta QP,No Lye Relaxer Kit Resistant,Resistant,,6
00474,29141,Elasta QP,Breakage Serum,,6oz,6
00475,29142,Elasta QP,Mango Butter Moisturizer,,4oz,6
00476,29143,Elasta QP,Mango Butter Trial Size,,1oz,24
00477,29145,Elasta QP,Recovery Oil Moisturizer,,8oz,12
00478,29148,Elasta QP,Scalp Stimulating Shampoo,,10oz,6
00479,29151,Elasta QP,Feels Like Silk Styling Gel,,8oz,12
00480,29155,Elasta QP,Super Gro,,4oz,12
00481,29168,Elasta QP,Spritz,,8oz,12
00482,29178,Elasta QP,Curl Wax,,7.2oz,12
00483,29184,Elasta QP,Glaze,,8oz,12
00484,29185,Elasta QP,Glaze Trail Size,,1oz,24
00485,29187,Elasta QP,Glaze,,4oz+2oz,12
00486,29190,Elasta QP,Sheen Reflect Spray,,10.5oz,6
00487,29192,Elasta QP,Power Jel Clear,,16oz,12
00488,29194,Elasta QP,H-Two Conditioner,,8oz,12
00489,29218,*Elasta QP,Men's Display 12pc Display,,,1
00490,29918,Fantasia ic,Aloe Shampoo,,16oz,12
00491,29995,Fantasia ic,Braid Sheen Spray,,12oz,12
00492,29839,Fantasia ic,Brazilian Hair Oil Keratin Treatment Oil,,6oz,12
00493,29837,Fantasia ic,Brazilian Hair Oil Keratin Treatment Spray,,6oz,12
00494,29841,Fantasia ic,Brazilian Moisturizing Mask,,8oz,12
00495,29917,*Fantasia ic,Reconstructor 1oz 24pcs Display,,,1/6
00496,29843,Fantasia ic,Brazilian Shampoo,,12oz,12
00497,29892,Fantasia ic,Carrot Growth Oil Moisturizer,,12oz,12
00498,29893,Fantasia ic,Carrot Growth Oil Sheen Spray,,14oz,12
00499,29931,Fantasia ic,Conditioner & Detangler,,12oz,12
00500,29911,Fantasia ic,Deep Creme Moisturizer,,8.7oz,12
00501,29904,Fantasia ic,Deep Penetrating Creme Moisturizer,,16oz,12
00502,29912,Fantasia ic,Frizz Buster Serum,,6oz,12
00503,29897,Fantasia ic,Frizz Buster Serum,,6oz+2oz,12
00504,29929,Fantasia ic,Frizz Buster Shampoo,,12oz,12
00505,29958,Fantasia ic,Frizz Buster Straightening Creme,,6oz,12
00506,29940,Fantasia ic,Frizz Buster Straightening Gel,,16oz+4oz,12
00507,29938,Fantasia ic,Frizz Buster Straightening Gel,,16oz,12
00508,29949,Fantasia ic,Hair Polisher 6oz w/free Polisher 1.25oz,,,0
00509,29898,Fantasia ic,Hair Polisher Carrot Oil,,6oz,12
00510,29943,Fantasia ic,Hair Polisher Ice Pomade,,6oz,12
00511,29896,Fantasia ic,Hair Polisher Olive,,6oz+2oz,12
00512,30300,*Sanek,Neck Strips 60ct 12pc Display,,,1/4
00513,30308,*Sanek,Mega Wrapstrip 6pks of 40ct,,,1/4
00514,30322,Cellucotton,Beauty Coil 10ft,,,48
00515,30325,SalonFit,Vinyl Glove Small,Small,25ct,12
00516,30326,SalonFit,Vinyl Glove Medium,Medium,25ct,12
00517,30327,SalonFit,Vinyl Glove Large,Large,25ct,12
00518,30450,Vidal Sassoon,"Curling Iron 1"" #VS187",,,4/12
00519,33201,Glover's,Dandruff Control Medicine Regular,,2.75oz,12
00520,33225,Glover's,Dandruff Control Medicine Floral,,2.75oz,12
00521,34001,*Hask Placenta,Hair Repair Treatment Regular 5/8oz Vials 24pc Display,,,1/12
00522,34002,*Hask Placenta,Hair Repair Treatment Super 5/8oz Vials 24pc Display,,,1/12
00523,34005,Hask Placenta,Treatment Regular 5oz w/free Vial,,,6/12
00524,34007,Hask Placenta,Treatment Super 5oz w/free Vial,,,6/12
00525,34018,*Hask Placenta,Hot Crème Regular 12pc Display,,,1/12
00526,34400,Hawaiian Silky,"""Dry Look"" Gel Activator",,8oz,24
00527,34408,Hawaiian Silky,Neutralizing Shampoo,,8oz,12
00528,34416,Hawaiian Silky Professional,No Base Relaxer Regular,Regular,20oz,12
00529,34418,Hawaiian Silky,"""Dry Look"" Gel Activator",,16oz,12
00530,34424,Hawaiian Silky Professional,No Base Relaxer Mild,Mild,20oz,12
00531,34426,Hawaiian Silky Professional,No Base Relaxer Super,Super,20oz,12
00532,34439,Hawaiian Silky,Conditioner Oil Moisturizer 7 In 1 Formula,,16oz,12
00533,34456,Hawaiian Silky,Gel Activator Regular,,8oz,24
00534,34460,Hawaiian Silky Professional,No Lye Relaxer Regular,Regular,20oz,12
00535,34462,Hawaiian Silky Professional,No Lye Relaxer Mild,Mild,20oz,12
00536,34464,Hawaiian Silky Professional,No Lye Relaxer Super,Super,20oz,12
00537,34480,Hawaiian Silky,"""Miracle Worker"" 14 in 1",,16oz,12
00538,35030,L'Orèal,Nature's Therapy,Moisturizing Shampoo,12oz,12
00539,35037,L'Orèal,Nature's Therapy,Mega Moisture,16oz,6
00540,35043,L'Orèal,Nature's Therapy,Unfrizz Shampoo,12oz,12
00541,35079,L'Orèal,Nature's Therapy,Scalp Rejuvenator,4oz,12
00542,35080,L'Orèal,Ineral Hair Fixer,,,3/12
00543,35081,*L'Orèal,Nature's Therapy Heat Control 16pc Display,,,1
00544,35101,L'Orèal,Excellence Hair Color Cream,,,6
00545,36800,High Time,Bump Stopper Razor Treatment Sensitive Skin,,.5oz,12/144
00546,36805,High Time,Bump Stopper-2 Razor Bump Treatment Double Strength,,.5oz,12/144
00547,36815,High Time,Tone Repair Fade Cream,,.5oz,12/144
00548,36825,High Time,Bump Stopper Shaving Gel,,7oz,12
00549,37070,*Smooth 'N Shine,Silk 'N Sleek/Silk 'N Curl 16pc Display,,,1
00550,37075,Smooth 'N Shine,Silk 'N Sleek Butter,,8.5oz,6
00551,37077,Smooth 'N Shine,Silk 'N Sleek Straighten Polisher,,4oz,3/6
00552,37079,Smooth 'N Shine,Silk 'N Curl Heat Polish,,4oz,6
00553,37081,Smooth 'N Shine,Silk 'N Curl Creme Gel,,8.5oz,6
00554,37083,Smooth 'N Shine,Mousse Silk Fusion Style,,9oz,6
00555,37092,Smooth 'N Shine,Silk Fusion Conditioning Lotion,,10oz,6
00556,37094,Smooth 'N Shine,Silk Fusion Conditioning Creme,,8oz,6
00557,37101,Smooth 'N Shine,Gel Extra Hold,,4oz+2oz,6
00558,37105,Smooth 'N Shine,Gel Regular,,4oz+2oz,6
00559,37120,Smooth 'N Shine,Hair Polisher Regular,,8oz,3/6
00560,37153,Smooth 'N Shine,Mousse Styling,,9oz,3/6
00561,37154,Smooth 'N Shine,Mousse Regular,,9oz+2.25oz,6
00562,37157,Smooth 'N Shine,Mousse Curling,,9oz,3/6
00563,37158,Smooth 'N Shine,Mousse Curling,,9oz+2.25oz,6
00564,37206,Got2B SoSmooth,1-Minute Repair,,16oz,6
00565,37209,Got2B SoSmooth,Illuminating Shine Spray ,,4oz,6
00566,37212,Got2B SoSmooth,Cream Straightener,,6oz,6
00567,37215,Got2B SoSmooth,Shine Gel Pomade,,2oz,6
00568,37303,*Smooth 'N Shine ,Repair Extreme vials 12pc Display,,5/8oz,1
00569,37305,Smooth 'N Shine,Rx 60 Second Repair,,13.5oz,6
00570,37312,Smooth 'N Shine,Rx End Repair Oil,,3.4oz,6
00571,37316,Smooth 'N Shine,Rx Sleek Silkener,,6oz,6
00572,37320,Smooth 'N Shine,Rx Thermal Mousse,,8.5oz,6
00573,37328,Smooth 'N Shine,Rx Vitamin Conditioner,,13.5oz,6
00574,37332,Smooth 'N Shine,Rx Vitamin Shampoo,,13.5oz,6
00575,37400,Wet-N-Wavy,Tangle Free Spray,,8oz+4oz,12
00576,37402,Wet-N-Wavy,Frizz-Free Mousse,,8oz,12
00577,37404,Wet-N-Wavy,Liquid Wet Gel,,8oz+4oz,12
00578,37412,Bonfi Natural,Oil Free Wig Shine,,8oz,12
00579,37606,Cantu,Shea Break Cure Treatment,,4.7oz,6
00580,37640,Cantu,Shea No Mix No Lye Relaxer Kit Regular,Regular,,4
00581,37902,Dax,Pomade,,7.5oz,12
00582,37903,Dax,Pomade,,14oz,12
00583,37904,Dax,Hair Shaper,,3.5oz,12
00584,37910,Dax,100% Pure Lanolin Super,,3.5oz,12
00585,37930,Dax,Wave & Groom,,3.5oz,12
00586,37958,Dax,Beeswax,,3.5oz,12
00587,38520,Dr. Bronner,Pure-Castile Soap Peppermint,,16oz,12
00588,40005,Final Touch,Shea Butter Hand & Body Lotion,,12oz,12
00589,40008,Final Touch,Shea Butter Hair & Scalp Conditioner,,4oz,12
00590,40503,Upturn ,Neutralizing Shampoo,,1 Gal,4
00591,40509,*Isoplus,Oil Sheen Light 2oz 48pc Display,,,1
00592,40510,*Isoplus ,Oil Sheen Regular 2oz 48pc Display,,,1
00593,40532,Isoplus,Spritz 55%Voc Regular,,10oz,12
00594,40533,Isoplus,Spritz 55%Voc Soft Hold,,10oz,12
00595,40534,Isoplus,Spritz  55%Voc Super Hold,,10oz,12
00596,40552,Isoplus,Touch Up Relaxer Kit Regular,Regular,,12
00597,40553,Isoplus,Touch Up Relaxer Kit Super,Super,,12
00598,40569,Isoplus,Styling Gel Light,,16oz,12
00599,40570,Isoplus ,Castor Oil Conditioner,,5.25oz,12
00600,40571,Isoplus,Styling Gel Clear,,16oz,12
00601,40580,Isoplus,Light Oil Sheen 11oz+3.7oz,,,12
00602,40588,Isoplus ,Neutralizing Shampoo,,8oz,12
00603,40589,Isoplus,Neutralizing Shampoo,,16oz,12
00604,40602,Isoplus,Spritz Regular 10oz w/free Wrap Lotion 4oz,,,12
00605,40608,Isoplus ,Oil Sheen Regular,,7oz,12
00606,40609,Isoplus ,Oil Sheen Light,,7oz,12
00607,40612,Isoplus,Styling Gel Extra Hold,,16oz,12
00608,40621,Isoplus,Natural Remedy Cucumber Massage Conditioner,,4oz,12
00609,40622,Isoplus,Natural Remedy Tea Tree & Aloe Conditioner,,4oz,12
00610,40623,Isoplus,Natural Remedy Avocado Oil Conditioner,,4oz,12
00611,40624,Isoplus,Natural Remedy Olive Oil & Lanolin Conditioner,,4oz,12
00612,40648,Isoplus ,Natural Remedy Tea Tree & Aloe Oil Sheen,,7oz,12
00613,40649,Isoplus ,Natural Remedy Olive Oil Oil Sheen,,7oz,12
00614,40660,Isoplus,Foaming Wrap & Set Lotion 8.5oz w/free Oil Sheen 2oz,,,12
00615,40661,Isoplus,Shampoo 4z w/free Conditioner 4oz,,,12
00616,40661,Isoplus,Shampoo 4oz w/free Isoplus conditioner 4oz,,,12
00617,40662,Isoplus,Foam Wrap & Set 8.5oz/Sheen 2oz,,,12
00618,40663,Isoplus,Gel Light 2 pack,,6oz+6oz,12
00619,40664,Isoplus,Spritz Regular 55% VOC 10oz w/free shampoo 4oz,,,12
00620,40665,Isoplus,Lemon Grass Oil,,5.25oz,12
00621,40667,Isoplus,Coconut Oil ,,5.25oz,12
00622,40668,Isoplus,Pressing Silk Oil,,5.25oz,12
00623,40810,Jenny Capp,Day/Night Satin,,,6
00624,40814,Jenny Capp,Minny-Jenny Capp Day/Night Satin,,,6
00625,42020,Ginseng Miracle,Wonder 8 Oil Original,,8oz,3/12
00626,42021,Ginseng Miracle,Wonder 8 Oil Original,,8oz+4oz,12
00627,42031,Ginseng Miracle,Wonder 8 Oil Mist,,7.5oz,12
00628,43233,*Hollywood,Assorted Oils 8oz 12pc Display,,,1
00629,43235,Hollywood,Castor Oil Creme,,7.5oz,6
00630,43254,Hollywood,Castor Oil Salon Size,,25oz,6
00631,43264,Hollywood,Carrot Creme,,7.5oz,6
00632,43266,Hollywood,Carrot Oil 33% Free,,8oz,12
00633,43267,*Hollywood,Carrot Oil 2oz 12pc Display ,,,1/6
00634,43285,*Hollywood,Olive Oil 2oz 12pc Display ,,,1/6
00635,43287,Hollywood,Olive Oil 33% Free,,8oz,12
00636,43290,*Hollywood,Tea-Tree Oil 2oz 12pc Display ,,,1/6
00637,43294,*Hollywood,Castor  Oil 2oz 12pc Display ,,,1/6
00638,43299,Hollywood,Tea Tree Oil 33% Free,,8oz,12
00639,43339,*Hollywood,Castor Oil Fishbowl 1oz 48pc Display,,,1/6
00640,43343,*Hollywood,Cocoa Butter Fishbowl 1oz 48pc Display,,,1
00641,43363,*Hollywood,Carrot Oil Fishbowl 1oz 48pc Display,,,1
00642,43373,*Hollywood,Sulphur Fishbowl 1oz 48pc Display,,,1
00643,43381,*Hollywood,Super Gro Fishbowl 1oz 48pc Display,,,1
00644,43389,*Hollywood,Olive Crème Fishbowl 1oz 48pc Display,,,1
00645,43518,Ultra Sheen,Hair Food ,,2.25oz,6
00646,43520,Ultra Sheen,Hair Food ,,8oz,12
00647,43521,Ultra Sheen,Conditioner Regular,,2.25oz,6
00648,43522,Ultra Sheen,Conditioner Regular,,8oz,6
00649,43523,Ultra Sheen,Conditioner Dry,,2.25oz,6
00650,43524,Ultra Sheen,Conditioner Dry,,8oz,12
00651,43532,Ultra Sheen,Tea Tree Oil,,2.25oz,6
00652,43533,Ultra Sheen,Hairdress Natural Gro,,2.25oz,6
00653,43536,Ultra Sheen,Tea Tree Oil,,8oz,12
00654,43537,Ultra Sheen,Conditioner Natural Gro,,8oz,6
00655,43549,Gentle Treatment,Relaxer Kit Super,Super,,6
00656,43550,Gentle Treatment,Relaxer Kit Regular,Regular,,6
00657,43551,Gentle Treatment,Twin Pack Relaxer Kits Regular,Regular,,6
00658,43552,Gentle Treatment,Twin Pack Relaxer Kits Super,Super,,6
00659,43559,Gentle Treatment,Relaxer Kit Gray,Gray,,6
00660,43580,Ultra Sheen,Supreme Kit Value Pak Regular,Regular,,4
00661,43582,Ultra Sheen,Supreme Kit Value Pak Super,Super,,4
00662,43592,Ultra Sheen,Men Fade Style Wave Conditioning Pomade,,3.5oz,6
00663,43715,Ultra Sheen Professional,Supreme Setting Lotion,,33.8oz,6
00664,43740,Precise ,No Lye Relaxer Kit Supreme,Supreme,,12
00665,43749,Precise ,No Lye Relaxer Kit Original,Original ,,12
00666,43760,Bantu ,No Base Relax Regular,Regular,15oz,12
00667,43762,Bantu ,No Base Relax Mild,Mild,15oz,12
00668,43764,Bantu ,No Base Relax Super,Super,15oz,12
00669,45301,Wig Heads,"11.5"" With Faces",,,12
00670,45840,Kemi-Oyl,Shea Butter,100%,4oz,3
00671,45842,Kemi-Oyl,Shea Butter,Pomade,4oz,3
00672,45891,Kemi-Oyl,All Natural Hair Oil,,8oz,12
00673,45893,*Kemi-Oyl,1.25oz 12pc Display,,,1/16
00674,45901,Ultra Glow,Skin Tone Cream Normal 1.8oz w/free Soap 1.8oz,,,12
00675,45902,Ultra Glow,Skin Tone Cream Normal,,3.6oz,12
00676,45904,Ultra Glow,Skin Tone Cream Oily,,3.6oz,12
00677,45910,Ultra Glow,Cocoa Butter Jar,,7.5oz,12
00678,45914,Long Aid,K7 Hair & Scalp Conditioner,,8oz,12
00679,45917,Ultra Glow,Soap Aloe Vera,,3.5oz,12/72
00680,45921,Long Aid,Curl Activator Gel Regular,,32oz,12
00681,45922,Long Aid,Curl Activator Gel Dry,,32oz,6
00682,45935,Ultra Glow,Soap Body Butter ,,3.5oz,12/72
00683,45936,Ultra Glow,Soap Shea Butter,,3.5oz,12/72
00684,45937,Ultra Glow,Soap Tea Tree ,,3.5oz,12/72
00685,45938,Ultra Glow,Soap Black ,,3.5oz,12/72
00686,45943,Long Aid,Gel 2 Pack Regular,,10.5oz,12
00687,45945,Long Aid,Gel 2 Pack Dry,,10.5oz,12
00688,45952,Ultra Glow,Soap Cocoa Butter,,3.5oz,12/72
00689,45953,Better Braids,Braid Gel,,6oz,12
00690,45954,Better Braids,Medicated Spray,,12oz,12
00691,45955,Better Braids,Hair & Scalp Oil,,8oz,12
00692,45956,Better Braids,Leave-In Conditioner,,12oz,12
00693,45958,Better Braids,Shampoo Spray,,12oz,12
00694,45960,Better Braids,Un-Braid Spray,,12oz,12
00695,45966,Ultra Glow,Skin Tone Cream Dry,,2oz,12/72
00696,45968,Ultra Glow,Fade Cream Normal,,2oz,12/72
00697,45970,Ultra Glow,Fade Cream Oily,,2oz,12/72
00698,45981,Better Locks,Hold Gel,,6oz,6
00699,45982,Better Locks,Beeswax,,5.5oz,6
00700,45983,Better Locks,Moisturizer,,6oz,6
00701,45984,Better Locks,Almond Oil Conditioner,,6oz,6
00702,49502,Dixie Peach,Pomade,,7oz,12
00703,53214,Oganic ,Beeswax,,4oz,12
00704,53306,Luster's,S-Curl Activator,,8oz+4oz,12
00705,53307,Luster's ,Pink Oil Moisturizer Light,,8oz+4oz,12
00706,53308,Luster's ,Pink Oil Moisturizer Light,,8oz,12
00707,53310,Luster's ,"S-Curl ""No Drip"" Activator",,8oz,12
00708,53312,Luster's ,Pink Oil Moisturizer Original,,16oz,12
00709,53313,*Luster's,Oil Sheen 2oz 48pc Display,,,1
00710,53316,Luster's ,Pink Oil Moisturizer Original,,4oz,12
00711,53317,Luster's ,Pink Oil Moisturizer Original,,8oz,12
00712,53321,Luster's ,Pink Design Control Gel,,8.5oz,12
00713,53326,Luster's ,S-Curl Texturizer Kit 2App Regular,Regular,,12
00714,53327,Luster's ,S-Curl Texturizer Kit 2App Extra,Extra,,12
00715,53337,Luster's ,Pink Conditioning Shampoo,,20oz,12
00716,53338,Luster's ,Pink Conditioning No-Lye Relaxer Kit Regular,Regular,,12
00717,53339,Luster's ,Pink Conditioning No-Lye Relaxer Kit Super,Super,,12
00718,53340,Luster's,PCJ Pretty-n-Silky No-Lye Relaxer Kit Coarse,Coarse,,12
00719,53343,Luster's,Pink Oil Moisturizer Original,,32oz,12
00720,53355,Luster's,Pink Sheen Spray,,14oz,12
00721,53356,Luster's,S-Curl Activator,,16oz+8oz,12
00722,53362,Luster's,PCJ Pretty-n-Silky No-Lye Relaxer Kit Regular,Regular,,12
00723,53363,Luster's,S-Curl Comb Thru Texturizer Kit 1 App Extra,Extra,,12
00724,53364,Luster's ,Pink Oil Moisturizer Original,,8oz+4oz,12
00725,53365,Luster's,S-Curl Comb Thru Texturizer Kit 1 App Regular,Regular,,12
00726,53375,*Luster's,Pink Oil Moisturizer pre-pack 2oz 72pcs,,,1
00727,53383,Luster's,360 Style Wave Control Pomade,,3oz,12
00728,53390,Luster's ,S-Curl Texturizer Stylin' Spray,,8oz,12
00729,53391,Luster's,S-Curl Texturizer Stylin' Gel,,10.5oz,12
00730,53392,Luster's,Pink Smooth Touch Olive Oil No-Lye Relaxer Kit Regular,Regular,,12
00731,53393,Luster's,Pink Smooth Touch Olive Oil No-Lye Relaxer Kit Super,Super,,12
00732,53400,Luster's,Pink Glosser,,8oz,12
00733,53404,Luster's,Pink Plus 2-n-1 Scalp Soother & Oil Sheen,,14oz,12
00734,53422,Luster's ,Shortlooks Texturizer Kit,,,12
00735,53423,Luster's,Shortlooks SassAFrazz Quench Moisture Mist,,8oz,12
00736,53424,Luster's,Shortlooks Gel'N,,6oz,12
00737,53433,Luster's,PCJ Smooth Roots Children's Relaxer Kit Regular,Regular,,12
00738,53434,Luster's,PCJ Smooth Roots Children's Relaxer Kit Coarse,Coarse,,12
00739,53445,Luster's,Pink Hair Glosser,,8oz+4oz,12
00740,53517,Designer Touch,Relaxer Jars Mild,Mild,16oz,12
00741,53518,Designer Touch,Relaxer Jars Regular,Regular,16oz,12
00742,53519,Designer Touch,Relaxer Jars Super,Super,16oz,12
00743,53521,Designer Touch,Oil Sheen Spray,,14oz,12
00744,53554,Designer Touch,Holding Gel,,16oz,12
00745,53555,Designer Touch,Glistening Gloss,,8oz,12
00746,53556,Designer Touch,Spritz,,12oz,12
00747,53557,Designer Touch,Finish Gel,,6oz,12
00748,53558,Designer Touch,Treatment,,32oz,12
00749,54018,Lustrasilk,Right On Curl Activator,,8oz+4oz,12
00750,54019,Lustrasilk,Right On Curl Activator,,16oz,12
00751,54020,Lustrasilk,Right On Curl Activator,,32oz,12
00752,54026,Lustrasilk,Moisture Max Oil Moisturizing Hair Lotion,,12oz,12
00753,54062,Lustrasilk,Olive Oil Cholesterol,,20oz,12
00754,54065,Lustrasilk,Tea Tree Cholesterol,,20oz,12
